year,team,player_name,birth_date,player_id,match_status,value_date,value
2018,Morocco,Aziz Bouhaddouz,1987-03-30,49821,matched,2018-01-21,800000.0
2018,Morocco,Sofyan Amrabat,1996-08-21,287579,matched,2018-06-11,4500000.0
2018,Morocco,Ahmed Reda Tagnaouti,1996-04-05,,no_birthdate_name_match,,
2018,Morocco,Mehdi Carcela,1989-07-01,,no_birthdate_name_match,,
2018,Portugal,Rui Patrício,1988-02-15,45026,matched,2018-06-12,16000000.0
2018,Portugal,Bruno Alves,1981-11-27,13121,matched,2018-03-03,500000.0
2018,Portugal,Pepe,1983-02-26,14132,matched,2018-05-28,2000000.0
2018,Portugal,Manuel Fernandes,1986-02-05,16791,matched,2018-06-05,5400000.0
2018,Portugal,Raphaël Guerreiro,1993-12-22,170986,matched,2018-06-04,18000000.0
2018,Portugal,José Fonte,1983-12-22,33829,matched,2018-06-04,2000000.0
2018,Portugal,Cristiano Ronaldo,1985-02-05,8198,matched,2018-05-29,100000000.0
2018,Portugal,João Moutinho,1986-09-08,29364,matched,2018-06-03,10000000.0
2018,Portugal,André Silva,1995-11-06,198008,matched,2018-06-06,22000000.0
2018,Portugal,João Mário,1993-01-19,149729,matched,2018-05-27,25000000.0
2018,Portugal,Bernardo Silva,1994-08-10,241641,matched,2018-05-27,50000000.0
2018,Portugal,Anthony Lopes,1990-10-01,60561,matched,2018-06-03,20000000.0
2018,Portugal,Rúben Dias,1997-05-14,258004,matched,2018-06-12,22000000.0
2018,Portugal,William Carvalho,1992-04-07,100131,matched,2018-06-12,25000000.0
2018,Portugal,Ricardo Pereira,1993-10-06,215876,matched,2018-06-12,20000000.0
2018,Portugal,Bruno Fernandes,1994-09-08,240306,matched,2018-06-12,30000000.0
2018,Portugal,Gonçalo Guedes,1996-11-29,225122,matched,2018-05-29,40000000.0
2018,Portugal,Gelson Martins,1995-05-11,257448,matched,2018-06-12,35000000.0
2018,Portugal,Mário Rui,1991-05-27,87884,matched,2018-06-06,14000000.0
2018,Portugal,Ricardo Quaresma,1983-09-26,4188,matched,2018-05-28,2000000.0
2018,Portugal,Cédric,1991-08-31,,no_birthdate_name_match,,
2018,Portugal,Beto,1982-05-01,35242,matched,2018-05-28,600000.0
2018,Portugal,Adrien Silva,1989-03-15,56810,matched,2018-05-27,20000000.0
2018,Spain,David de Gea,1990-11-07,59377,matched,2018-05-27,70000000.0
2018,Spain,Dani Carvajal,1992-01-11,,no_birthdate_name_match,,
2018,Spain,Gerard Piqué,1987-02-02,18944,matched,2018-05-29,50000000.0
2018,Spain,Nacho,1990-01-18,,no_birthdate_name_match,,
2018,Spain,Sergio Busquets,1988-07-16,65230,matched,2018-05-29,80000000.0
2018,Spain,Andrés Iniesta,1984-05-11,7600,matched,2018-05-29,10000000.0
2018,Spain,Saúl,1994-11-21,,no_birthdate_name_match,,
2018,Spain,Koke,1992-01-08,74229,matched,2018-05-29,70000000.0
2018,Spain,Rodrigo,1991-03-06,131505,matched,2018-05-29,40000000.0
2018,Spain,Thiago,1991-04-11,,no_birthdate_name_match,,
2018,Spain,Lucas Vázquez,1991-07-01,221316,matched,2018-05-29,25000000.0
2018,Spain,Álvaro Odriozola,1995-12-14,280730,matched,2018-05-29,25000000.0
2018,Spain,Kepa Arrizabalaga,1994-10-03,192279,matched,2018-05-29,20000000.0
2018,Spain,César Azpilicueta,1989-08-28,57500,matched,2018-05-27,40000000.0
2018,Spain,Sergio Ramos,1986-03-30,25557,matched,2018-05-29,45000000.0
2018,Spain,Nacho Monreal,1986-02-26,43003,matched,2018-05-27,13000000.0
2018,Spain,Iago Aspas,1987-08-01,72047,matched,2018-05-29,25000000.0
2018,Spain,Jordi Alba,1989-03-21,69751,matched,2018-05-29,60000000.0
2018,Spain,Diego Costa,1988-10-07,44779,matched,2018-05-29,60000000.0
2018,Spain,Marco Asensio,1996-01-21,296622,matched,2018-05-29,75000000.0
2018,Spain,David Silva,1986-01-08,35518,matched,2018-05-27,30000000.0
2018,Spain,Isco,1992-04-21,85288,matched,2018-05-29,75000000.0
2018,Spain,Pepe Reina,1982-08-31,7825,matched,2018-06-06,1000000.0
2018,Australia,Mathew Ryan,1992-04-08,128969,matched,2018-05-27,8000000.0
2018,Australia,Miloš Degenek,1994-04-28,187353,matched,2018-01-04,800000.0
2018,Australia,James Meredith,1988-04-05,,no_birthdate_name_match,,
2018,Australia,Tim Cahill,1979-12-06,13556,matched,2018-02-26,500000.0
2018,Australia,Mark Milligan,1985-08-04,37372,matched,2018-05-31,850000.0
2018,Australia,Matthew Jurman,1989-12-08,68499,matched,2017-12-14,1100000.0
2018,Australia,Mathew Leckie,1991-02-04,126214,matched,2018-06-04,4000000.0
2018,Australia,Massimo Luongo,1992-09-25,181687,matched,2018-02-26,4500000.0
2018,Australia,Tomi Juric,1991-07-22,171820,matched,2018-04-23,2500000.0
2018,Australia,Robbie Kruse,1988-10-05,51972,matched,2018-01-21,900000.0
2018,Australia,Andrew Nabbout,1992-12-17,247289,matched,2018-06-05,550000.0
2018,Australia,Brad Jones,1982-03-19,4042,matched,2018-06-11,1000000.0
2018,Australia,Aaron Mooy,1990-09-15,123951,matched,2018-05-27,10000000.0
2018,Australia,Jamie Maclaren,1993-07-29,173591,matched,2018-03-03,1000000.0
2018,Australia,Mile Jedinak,1984-08-03,28336,matched,2018-02-26,2500000.0
2018,Australia,Aziz Behich,1990-12-16,136834,matched,2018-05-28,2750000.0
2018,Australia,Daniel Arzani,1999-01-04,399997,matched,2018-05-06,500000.0
2018,Australia,Danny Vukovic,1985-03-27,43113,matched,2018-06-02,1000000.0
2018,Australia,Josh Risdon,1992-07-27,160614,matched,2018-06-13,750000.0
2018,Australia,Trent Sainsbury,1992-01-05,145840,matched,2018-04-23,1000000.0
2018,Australia,Dimitri Petratos,1992-11-10,153882,matched,2018-06-13,800000.0
2018,Australia,Jackson Irvine,1993-03-07,192557,matched,2018-02-26,2000000.0
2018,Australia,Tom Rogic,1992-12-16,213672,matched,2018-03-03,2500000.0
2018,Denmark,Kasper Schmeichel,1986-11-05,16911,matched,2018-05-27,10000000.0
2018,Denmark,Michael Krohn-Dehli,1983-06-06,18006,matched,2018-05-29,800000.0
2018,Denmark,Jannik Vestergaard,1992-08-03,99331,matched,2018-06-04,14000000.0
2018,Denmark,Simon Kjær,1989-03-26,,no_birthdate_name_match,,
2018,Denmark,Jonas Knudsen,1992-09-16,144904,matched,2018-06-05,1000000.0
2018,Denmark,Andreas Christensen,1996-04-10,196948,matched,2018-05-27,40000000.0
2018,Denmark,William Kvist,1985-02-24,,no_birthdate_name_match,,
2018,Denmark,Thomas Delaney,1991-09-03,91849,matched,2018-06-04,12000000.0
2018,Denmark,Nicolai Jørgensen,1991-01-15,100399,matched,2018-06-11,14000000.0
2018,Denmark,Christian Eriksen,1992-02-14,69633,matched,2018-05-27,80000000.0
2018,Denmark,Martin Braithwaite,1991-06-05,95732,matched,2018-06-03,8000000.0
2018,Denmark,Kasper Dolberg,1997-10-06,283196,matched,2018-06-11,12000000.0
2018,Denmark,Mathias Jørgensen,1990-04-23,52059,matched,2018-05-27,5000000.0
2018,Denmark,Henrik Dalsgaard,1989-07-27,93315,matched,2018-02-26,1500000.0
2018,Denmark,Viktor Fischer,1994-06-09,95755,matched,2018-06-01,3500000.0
2018,Denmark,Jonas Lössl,1989-02-01,48870,matched,2018-05-27,5000000.0
2018,Denmark,Jens Stryger Larsen,1991-02-21,69646,matched,2018-06-06,2000000.0
2018,Denmark,Lukas Lerager,1993-07-12,167105,matched,2018-06-03,6000000.0
2018,Denmark,Lasse Schöne,1986-05-27,34784,matched,2018-06-11,3000000.0
2018,Denmark,Yussuf Poulsen,1994-06-15,157635,matched,2018-06-04,10000000.0
2018,Denmark,Andreas Cornelius,1993-03-16,203412,matched,2018-06-06,3000000.0
2018,Denmark,Frederik Rønnow,1992-08-04,,no_birthdate_name_match,,
2018,Denmark,Pione Sisto,1995-02-04,252641,matched,2018-05-29,15000000.0
2018,France,Hugo Lloris,1986-12-26,17965,matched,2018-05-27,25000000.0
2018,France,Benjamin Pavard,1996-03-28,353366,matched,2018-06-04,30000000.0
2018,France,Presnel Kimpembe,1995-08-13,282041,matched,2018-06-03,30000000.0
2018,France,Raphaël Varane,1993-04-25,164770,matched,2018-05-29,70000000.0
2018,France,Samuel Umtiti,1993-11-14,126540,matched,2018-05-29,60000000.0
2018,France,Paul Pogba,1993-03-15,122153,matched,2018-05-27,90000000.0
2018,France,Antoine Griezmann,1991-03-21,125781,matched,2018-05-29,100000000.0
2018,France,Thomas Lemar,1995-11-12,205562,matched,2018-06-03,65000000.0
2018,France,Olivier Giroud,1986-09-30,82442,matched,2018-05-27,18000000.0
2018,France,Kylian Mbappé,1998-12-20,342229,matched,2018-06-03,120000000.0
2018,France,Ousmane Dembélé,1997-05-15,288230,matched,2018-05-29,80000000.0
2018,France,Corentin Tolisso,1994-08-03,190393,matched,2018-06-04,40000000.0
2018,France,N'Golo Kanté,1991-03-29,,no_birthdate_name_match,,
2018,France,Blaise Matuidi,1987-04-09,33923,matched,2018-06-06,30000000.0
2018,France,Steven Nzonzi,1988-12-15,73734,matched,2018-05-29,30000000.0
2018,France,Steve Mandanda,1985-03-28,23951,matched,2018-06-03,2500000.0
2018,France,Adil Rami,1985-12-27,51118,matched,2018-06-03,7000000.0
2018,France,Nabil Fekir,1993-07-18,203496,matched,2018-06-03,60000000.0
2018,France,Djibril Sidibé,1992-07-29,161869,matched,2018-06-03,23000000.0
2018,France,Florian Thauvin,1993-01-26,184892,matched,2018-06-03,50000000.0
2018,France,Lucas Hernandez,1996-02-14,281963,matched,2018-05-29,35000000.0
2018,France,Benjamin Mendy,1994-07-17,157495,matched,2018-05-27,40000000.0
2018,France,Alphonse Areola,1993-02-27,120629,matched,2018-06-03,15000000.0
2018,Peru,Pedro Gallese,1990-02-23,95172,matched,2018-04-09,1000000.0
2018,Peru,Alberto Rodríguez,1984-03-31,,no_birthdate_name_match,,
2018,Peru,Aldo Corzo,1989-05-20,,no_birthdate_name_match,,
2018,Peru,Anderson Santamaría,1992-01-10,142745,matched,2018-04-09,500000.0
2018,Peru,Miguel Araujo,1994-10-24,211420,matched,2017-12-28,500000.0
2018,Peru,Miguel Trauco,1992-08-25,177690,matched,2018-05-22,1750000.0
2018,Peru,Paolo Hurtado,1990-07-27,,no_birthdate_name_match,,
2018,Peru,Christian Cueva,1991-11-23,,no_birthdate_name_match,,
2018,Peru,Paolo Guerrero,1984-01-01,2989,matched,2018-05-22,3000000.0
2018,Peru,Jefferson Farfán,1984-10-26,,no_birthdate_name_match,,
2018,Peru,Raúl Ruidíaz,1990-07-25,129724,matched,2018-04-09,5000000.0
2018,Peru,Carlos Cáceda,1991-09-27,94359,matched,2018-04-09,500000.0
2018,Peru,Renato Tapia,1995-07-28,277137,matched,2018-06-11,4000000.0
2018,Peru,Andy Polo,1994-09-29,,no_birthdate_name_match,,
2018,Peru,Christian Ramos,1988-11-04,,no_birthdate_name_match,,
2018,Peru,Wilder Cartagena,1994-09-23,224669,matched,2018-04-09,400000.0
2018,Peru,Luis Advíncula,1990-03-02,103890,matched,2018-04-09,1500000.0
2018,Peru,André Carrillo,1991-06-14,135057,matched,2018-05-27,6000000.0
2018,Peru,Yoshimar Yotún,1990-04-07,94880,matched,2018-05-01,900000.0
2018,Peru,Edison Flores,1994-05-14,194998,matched,2018-06-01,400000.0
2018,Peru,José Carvallo,1986-03-01,,no_birthdate_name_match,,
2018,Peru,Nilson Loyola,1994-10-26,,no_birthdate_name_match,,
2018,Peru,Pedro Aquino,1995-04-13,273638,matched,2018-04-09,1000000.0
2018,Argentina,Nahuel Guzmán,1986-02-10,87859,matched,2018-04-09,3000000.0
2018,Argentina,Gabriel Mercado,1987-03-18,45319,matched,2018-05-29,5000000.0
2018,Argentina,Nicolás Tagliafico,1992-08-31,131225,matched,2018-06-11,12000000.0
2018,Argentina,Cristian Ansaldi,1986-09-20,55854,matched,2018-06-06,5000000.0
2018,Argentina,Lucas Biglia,1986-01-30,,no_birthdate_name_match,,
2018,Argentina,Federico Fazio,1987-03-17,45314,matched,2018-06-06,13000000.0
2018,Argentina,Éver Banega,1988-06-29,12249,matched,2018-05-29,12000000.0
2018,Argentina,Marcos Acuña,1991-10-28,60410,matched,2018-06-12,15000000.0
2018,Argentina,Gonzalo Higuaín,1987-12-10,39153,matched,2018-06-06,60000000.0
2018,Argentina,Lionel Messi,1987-06-24,28003,matched,2018-05-29,180000000.0
2018,Argentina,Ángel Di María,1988-02-14,45320,matched,2018-06-03,40000000.0
2018,Argentina,Franco Armani,1986-10-16,,no_birthdate_name_match,,
2018,Argentina,Maximiliano Meza,1992-12-15,282476,matched,2018-05-07,12000000.0
2018,Argentina,Javier Mascherano,1984-06-08,19981,matched,2018-06-04,5000000.0
2018,Argentina,Enzo Pérez,1986-02-22,56066,matched,2018-05-07,2500000.0
2018,Argentina,Marcos Rojo,1990-03-20,,no_birthdate_name_match,,
2018,Argentina,Nicolás Otamendi,1988-02-12,54781,matched,2018-05-27,35000000.0
2018,Argentina,Eduardo Salvio,1990-07-13,84535,matched,2018-06-12,22000000.0
2018,Argentina,Sergio Agüero,1988-06-02,26399,matched,2018-05-27,80000000.0
2018,Argentina,Giovani Lo Celso,1996-04-09,348795,matched,2018-06-03,30000000.0
2018,Argentina,Paulo Dybala,1993-11-15,206050,matched,2018-06-06,110000000.0
2018,Argentina,Cristian Pavón,1996-01-21,373170,matched,2018-05-07,20000000.0
2018,Argentina,Willy Caballero,1981-09-28,19948,matched,2018-05-27,1000000.0
2018,Croatia,Dominik Livaković,1995-01-09,205927,matched,2018-03-17,1500000.0
2018,Croatia,Šime Vrsaljko,1992-01-10,76061,matched,2018-05-29,25000000.0
2018,Croatia,Ivan Strinić,1987-07-17,,no_birthdate_name_match,,
2018,Croatia,Ivan Perišić,1989-02-02,42460,matched,2018-06-06,40000000.0
2018,Croatia,Vedran Ćorluka,1986-02-05,34393,matched,2018-06-05,4000000.0
2018,Croatia,Dejan Lovren,1989-07-05,37838,matched,2018-05-27,20000000.0
2018,Croatia,Ivan Rakitić,1988-03-10,32467,matched,2018-05-29,50000000.0
2018,Croatia,Mateo Kovačić,1994-05-06,51471,matched,2018-05-29,30000000.0
2018,Croatia,Andrej Kramarić,1991-06-19,46580,matched,2018-06-04,27000000.0
2018,Croatia,Luka Modrić,1985-09-09,27992,matched,2018-05-29,25000000.0
2018,Croatia,Marcelo Brozović,1992-11-16,156617,matched,2018-06-06,27000000.0
2018,Croatia,Lovre Kalinić,1990-04-03,46405,matched,2018-06-02,6500000.0
2018,Croatia,Tin Jedvaj,1995-11-28,206386,matched,2018-06-04,5000000.0
2018,Croatia,Filip Bradarić,1992-01-11,,no_birthdate_name_match,,
2018,Croatia,Duje Ćaleta-Car,1996-09-17,238266,matched,2018-06-13,10000000.0
2018,Croatia,Nikola Kalinić,1988-01-05,36371,matched,2018-06-06,14000000.0
2018,Croatia,Mario Mandžukić,1986-05-21,34572,matched,2018-06-06,18000000.0
2018,Croatia,Ante Rebić,1993-09-21,187587,matched,2018-06-04,10000000.0
2018,Croatia,Milan Badelj,1989-02-25,40633,matched,2018-06-06,15000000.0
2018,Croatia,Marko Pjaca,1995-05-06,205940,matched,2018-06-04,15000000.0
2018,Croatia,Domagoj Vida,1989-04-29,46083,matched,2018-05-28,7000000.0
2018,Croatia,Josip Pivarić,1989-01-30,45826,matched,2018-01-11,2000000.0
2018,Croatia,Danijel Subašić,1984-10-27,27941,matched,2018-06-03,4500000.0
2018,Iceland,Hannes Þór Halldórsson,1984-04-27,,no_birthdate_name_match,,
2018,Iceland,Birkir Már Sævarsson,1984-11-11,,no_birthdate_name_match,,
2018,Iceland,Samúel Friðjónsson,1996-02-22,,no_birthdate_name_match,,
2018,Iceland,Albert Guðmundsson,1997-06-15,305947,matched,2018-06-11,1500000.0
2018,Iceland,Sverrir Ingi Ingason,1993-08-05,137648,matched,2018-06-05,3200000.0
2018,Iceland,Ragnar Sigurðsson,1986-06-19,46478,matched,2018-06-05,4000000.0
2018,Iceland,Jóhann Berg Guðmundsson,1990-10-27,89231,matched,2018-05-27,10000000.0
2018,Iceland,Birkir Bjarnason,1988-05-27,34453,matched,2018-02-26,2000000.0
2018,Iceland,Björn Bergmann Sigurðarson,1991-02-26,88016,matched,2018-06-05,1400000.0
2018,Iceland,Gylfi Sigurðsson,1989-09-08,,no_birthdate_name_match,,
